ID,URL,Title,Duration (minutes),Status,Audio Path
2kWUvM6XrSI,https://www.youtube.com/watch?v=2kWUvM6XrSI,BENIN: Les moments forts de l'année 2023 - Partie 2,54.4,success,Audios/2kWUvM6XrSI.mp3
uFoHm_WAuiE,https://www.youtube.com/watch?v=uFoHm_WAuiE,Bénin: retraite forcée de 1074 agents _ Emission Mɛ tomɛ xό 02.02.2024,51.7,success,Audios/uFoHm_WAuiE.mp3
XbNX-VG-x2w,https://www.youtube.com/watch?v=XbNX-VG-x2w,385 Prisonniers graciés par le Président TALON _ Emission Mɛ tomɛ xό 09.02.2024,53.3,success,Audios/XbNX-VG-x2w.mp3
k89ARX9cAhU,https://www.youtube.com/watch?v=k89ARX9cAhU,Bénin: 2 ans de salaire pour les retraités d'office - Mɛ tomɛ xό 16.02.2024,50.47,success,Audios/k89ARX9cAhU.mp3
hBQJUsg1gx0,https://www.youtube.com/watch?v=hBQJUsg1gx0,Un parent peut-il coucher avec son enfant ? Emission Mɛ tomɛ xό - 23.02.24,53.3,success,Audios/hBQJUsg1gx0.mp3
EJ95sy2UB5Q,https://www.youtube.com/watch?v=EJ95sy2UB5Q,Frontière Niger-Bénin : Niamey maintient la fermeture: À qui cela profite ?,49.03,success,Audios/EJ95sy2UB5Q.mp3
LXA08m5lICM,https://www.youtube.com/watch?v=LXA08m5lICM,Bénin: Rejet de la révision de la constitution,55.18,success,Audios/LXA08m5lICM.mp3
pd8_ewYe2xg,https://www.youtube.com/watch?v=pd8_ewYe2xg,Port des perles à la hanche: un arsenal de séduction en voie d’abandon dans les foyers,56.02,success,Audios/pd8_ewYe2xg.mp3
2ZphtTi0db4,https://www.youtube.com/watch?v=2ZphtTi0db4,Le jeûne et le sport : comment s'y prendre ?,48.0,success,Audios/2ZphtTi0db4.mp3
_NoqQ1xQ3mw,https://www.youtube.com/watch?v=_NoqQ1xQ3mw,L'allaitement maternel exclusif de 0 - 6 mois : avantage et inconvénients,42.32,success,Audios/_NoqQ1xQ3mw.mp3
wmV8QDYMMrM,https://www.youtube.com/watch?v=wmV8QDYMMrM,Refus de visite des Députés LES DEMOCRATES à Reckya MADOUGOU,54.35,success,Audios/wmV8QDYMMrM.mp3
ueHeVmsBbRo,https://www.youtube.com/watch?v=ueHeVmsBbRo,Peut-on garder secret dans le couple ?,52.45,success,Audios/ueHeVmsBbRo.mp3
PxrnJxkw2q8,https://www.youtube.com/watch?v=PxrnJxkw2q8,08 ans de gouvernance Talon: que retenir ?,50.27,success,Audios/PxrnJxkw2q8.mp3
WPUZchC3umc,https://www.youtube.com/watch?v=WPUZchC3umc,Prendre son ex comme confident ? Émission Metome Xo du 26 Avril 2024,51.77,success,Audios/WPUZchC3umc.mp3
RKwio8oZyi4,https://www.youtube.com/watch?v=RKwio8oZyi4,Les interdits entre les amoureux avant le mariage,54.23,success,Audios/RKwio8oZyi4.mp3
x_IUK2R8xXw,https://www.youtube.com/watch?v=x_IUK2R8xXw,Le Lévirat: entre Modernité et Tradition,54.78,success,Audios/x_IUK2R8xXw.mp3
GuEn9C20qjw,https://www.youtube.com/watch?v=GuEn9C20qjw,Bénin: Les Règles à Respecter sur les Routes,13.55,success,Audios/GuEn9C20qjw.mp3
uZ-d8DESzg0,https://www.youtube.com/watch?v=uZ-d8DESzg0,Situation entre le Bénin et le Niger: à qui cela profite ?,54.22,success,Audios/uZ-d8DESzg0.mp3
1vaF16TtWmo,https://www.youtube.com/watch?v=1vaF16TtWmo,"En tant que parent, doit-on parler de la sexualité avec les enfants",54.37,success,Audios/1vaF16TtWmo.mp3
b6xIcyQ7N9A,https://www.youtube.com/watch?v=b6xIcyQ7N9A,Président Talon en visite au Brésil: le ministre de la culture absent,55.07,success,Audios/b6xIcyQ7N9A.mp3
YHWHeB1Oxuk,https://www.youtube.com/watch?v=YHWHeB1Oxuk,Relation amoureuse entre collègues: que risque l'entreprise ?,19.13,success,Audios/YHWHeB1Oxuk.mp3
Bm_BrAzdQSw,https://www.youtube.com/watch?v=Bm_BrAzdQSw,L'enfant a commis des offenses: comment lui parler sans le maudire ?,48.62,success,Audios/Bm_BrAzdQSw.mp3
F0jNk2Wl1Mc,https://www.youtube.com/watch?v=F0jNk2Wl1Mc,5 nigériens arrêtés au Bénin: quel avenir pour la coopération Bénin-Niger ?,52.18,success,Audios/F0jNk2Wl1Mc.mp3
7HNpBUbMghI,https://www.youtube.com/watch?v=7HNpBUbMghI,Coucher avec sa domestique dans le foyer,15.45,success,Audios/7HNpBUbMghI.mp3
sUoI-LIXUac,https://www.youtube.com/watch?v=sUoI-LIXUac,Il a frappé ses propres parents! peut-on lui pardonner ?,51.05,success,Audios/sUoI-LIXUac.mp3
WPrMvAKI1ks,https://www.youtube.com/watch?v=WPrMvAKI1ks,Comment gérer la popote dans le foyer ?,53.48,success,Audios/WPrMvAKI1ks.mp3
7xM8X7zdTmM,https://www.youtube.com/watch?v=7xM8X7zdTmM,"À la naissance, qui doit donner de prénom à l'enfant ?",53.23,success,Audios/7xM8X7zdTmM.mp3
MBtrbU-6AXY,https://www.youtube.com/watch?v=MBtrbU-6AXY,"Démission du DG/Anip: faux, selon le porte-parole du gouvernement",57.9,success,Audios/MBtrbU-6AXY.mp3
sNlO0XIHZZU,https://www.youtube.com/watch?v=sNlO0XIHZZU,DANTOKPA: déplacer ce marché iconique est-il possible ?,56.73,success,Audios/sNlO0XIHZZU.mp3
1hneGe_yJOI,https://www.youtube.com/watch?v=1hneGe_yJOI,Talon reçoit les émissaires de Tiani,51.32,success,Audios/1hneGe_yJOI.mp3
oTpe54512aM,https://www.youtube.com/watch?v=oTpe54512aM,"Miner sa femme, est-il une bonne pratique ? Avantages et inconvénients",51.83,success,Audios/oTpe54512aM.mp3
MkVnzZ_ZqHk,https://www.youtube.com/watch?v=MkVnzZ_ZqHk,Les origines de la dot _ comparaison avec les tendances actuelles,54.37,success,Audios/MkVnzZ_ZqHk.mp3
j6GsyQKx3Tk,https://www.youtube.com/watch?v=j6GsyQKx3Tk,Fréquence idéale de rapport sexuel en semaine dans un couple (Fongbe),53.13,success,Audios/j6GsyQKx3Tk.mp3
nxieaIVU0Qg,https://www.youtube.com/watch?v=nxieaIVU0Qg,Arrestation de Frère Hounvi : qu'en retient-on ?,47.8,success,Audios/nxieaIVU0Qg.mp3
-EdoqXKzPus,https://www.youtube.com/watch?v=-EdoqXKzPus,Dossier Frère Hounvi: les dernières infos (Fongbe),45.85,success,Audios/-EdoqXKzPus.mp3
mBdOenMXR4k,https://www.youtube.com/watch?v=mBdOenMXR4k,Importance et avantages de la prière dans le foyer (fongbe),49.87,success,Audios/mBdOenMXR4k.mp3
p3OCs0T-Ulc,https://www.youtube.com/watch?v=p3OCs0T-Ulc,Visite à GDIZ : Nicéphore Dieudonné Soglo sidéré,52.58,success,Audios/p3OCs0T-Ulc.mp3
W3NWM0f6R5g,https://www.youtube.com/watch?v=W3NWM0f6R5g,Peut-on exposer ses problèmes de couple au patron de son/sa partenaire ???,55.27,success,Audios/W3NWM0f6R5g.mp3
5m-6qAdMCJg,https://www.youtube.com/watch?v=5m-6qAdMCJg,Elle rentre de l'école très tard: appliquer la chicote ???,15.4,success,Audios/5m-6qAdMCJg.mp3
SXc0wGwhdQY,https://www.youtube.com/watch?v=SXc0wGwhdQY,Bénin: faut-il construire plus de prisons ???,54.1,success,Audios/SXc0wGwhdQY.mp3
zSBVwNf9lpI,https://www.youtube.com/watch?v=zSBVwNf9lpI,Astuces ludique contre le stresse et renforcer le cerveau,8.8,success,Audios/zSBVwNf9lpI.mp3
A3zB2H5vWmM,https://www.youtube.com/watch?v=A3zB2H5vWmM,Secret dans le couple: quel risque ?,51.97,success,Audios/A3zB2H5vWmM.mp3
FOp_Ln93Ii4,https://www.youtube.com/watch?v=FOp_Ln93Ii4,Arrêt définitif des soutenances à la FLLAC ( UAC ),52.7,success,Audios/FOp_Ln93Ii4.mp3
u9kIC2U-E4I,https://www.youtube.com/watch?v=u9kIC2U-E4I,Peut-on divorcer parce que la femme ne fait que des filles ?,51.97,success,Audios/u9kIC2U-E4I.mp3
GFjmlDSHBHI,https://www.youtube.com/watch?v=GFjmlDSHBHI,Accusés de cybercriminalité : des détenus implorent les autorités du pays,55.35,success,Audios/GFjmlDSHBHI.mp3
l0zmTO4uU3s,https://www.youtube.com/watch?v=l0zmTO4uU3s,Affaire Pierre Urbain Dangnivo : quels sorts pour Aloffa et Amoussou ?,11.95,success,Audios/l0zmTO4uU3s.mp3
qeZYzvhWj-w,https://www.youtube.com/watch?v=qeZYzvhWj-w,Affrontement entre éleveurs et cultivateurs: 2 morts à Matéri,10.3,success,Audios/qeZYzvhWj-w.mp3
Z40qnBkqKKQ,https://www.youtube.com/watch?v=Z40qnBkqKKQ,La domestique veut devenir la femme du patron,54.15,success,Audios/Z40qnBkqKKQ.mp3
IksO4hojjP8,https://www.youtube.com/watch?v=IksO4hojjP8,"Signification des cérémonies traditionnelles, messes ou prières après la mort",53.5,success,Audios/IksO4hojjP8.mp3
oImVAT_8PL4,https://www.youtube.com/watch?v=oImVAT_8PL4,SGDS: ramassage des ordures bientôt payant,12.63,success,Audios/oImVAT_8PL4.mp3
DdNAwAPsbJY,https://www.youtube.com/watch?v=DdNAwAPsbJY,"Bénin, cadre de concertation de l'opposition: quelle leçon retenir ?",56.88,success,Audios/DdNAwAPsbJY.mp3
qqZMtrB1p4Y,https://www.youtube.com/watch?v=qqZMtrB1p4Y,"Différent types de cancer, dépistage, traitement, conseils ...",55.9,success,Audios/qqZMtrB1p4Y.mp3
7McALBPRvRw,https://www.youtube.com/watch?v=7McALBPRvRw,Elle a parlé de leur problème de foyer au patron de son mari,52.52,success,Audios/7McALBPRvRw.mp3
GzP5M2fvSwQ,https://www.youtube.com/watch?v=GzP5M2fvSwQ,Affaire de cadeaux en fin d'année: comment s'en sort-on dans les foyers ?,54.62,success,Audios/GzP5M2fvSwQ.mp3
fS-LsJGf2ls,https://www.youtube.com/watch?v=fS-LsJGf2ls,BÉNIN: audit de la liste électorale _ émission ''Mɛ tomɛ xό'' 13.12.2024,52.37,success,Audios/fS-LsJGf2ls.mp3
kZ8EZi3I-qs,https://www.youtube.com/watch?v=kZ8EZi3I-qs,Elle impose à son mari comment organiser les fêtes (fongbé),53.9,success,Audios/kZ8EZi3I-qs.mp3
DtVZfhbrFbs,https://www.youtube.com/watch?v=DtVZfhbrFbs,"Préparatifs des Vodoun Days, Recrutement de 2000 policiers pour 2025...",51.63,success,Audios/DtVZfhbrFbs.mp3
_HbIhyfDVNw,https://www.youtube.com/watch?v=_HbIhyfDVNw,Discours du Chef de l'Etat: réaction de l'opposition // Consultation prénatale désormais gratuite...,52.6,success,Audios/_HbIhyfDVNw.mp3
OYinJTW2ALM,https://www.youtube.com/watch?v=OYinJTW2ALM,Les Vodun Days - Le mythe sur le mois de Janvier || Émission '' Mɛ tomɛ xό du 10 JAN.2025,50.77,success,Audios/OYinJTW2ALM.mp3
sajSnjy55eQ,https://www.youtube.com/watch?v=sajSnjy55eQ,Des incendies répétées : malveillance ou négligence ? || Émission '' Mɛ tomɛ xό du 17 JAN.2025,52.0,success,Audios/sajSnjy55eQ.mp3
uU-plpCFlNk,https://www.youtube.com/watch?v=uU-plpCFlNk,La HAAC donne une sanction dure et exemplaire  || Mɛ tomɛ xό Du 24 JAN.2025,50.12,success,Audios/uU-plpCFlNk.mp3
r_yJlDl9oew,https://www.youtube.com/watch?v=r_yJlDl9oew,...et le tonnerre prenait la défense des innocents!!! _ Mɛ tomɛ xό Du 31 JAN.2025,46.8,success,Audios/r_yJlDl9oew.mp3
izD-_2X_1P8,https://www.youtube.com/watch?v=izD-_2X_1P8,Gbejimanɔ sɔgbe xá Biblu (L'infidélité selon la bible) - émision ''Mɛ tomɛ xό'' 07.02.2025,53.28,success,Audios/izD-_2X_1P8.mp3
b3AwjLMIh7E,https://www.youtube.com/watch?v=b3AwjLMIh7E,(Fongbé) Supposé 3è mandat : explication de Théodore HOLO,53.33,success,Audios/b3AwjLMIh7E.mp3
EEdFKBSoOpU,https://www.youtube.com/watch?v=EEdFKBSoOpU,(Fongbé) Comment annoncer à sa femme qu'on a une famille dehors 🤔?,49.68,success,Audios/EEdFKBSoOpU.mp3
Q3EjaarEyfU,https://www.youtube.com/watch?v=Q3EjaarEyfU,(Fongbé) Santé: scanner ultra moderne acquis pour le CNHU,51.5,success,Audios/Q3EjaarEyfU.mp3
eVX3KhyPPXk,https://www.youtube.com/watch?v=eVX3KhyPPXk,(Fongbé) Violences conjugales : conséquences sur les enfants,47.1,success,Audios/eVX3KhyPPXk.mp3
s9yqjEu99Z8,https://www.youtube.com/watch?v=s9yqjEu99Z8,(Fongbé) Réussir sa vie de couple : les secrets _ Mɛ tomɛ xό' Émission du 14 03 2025,53.83,success,Audios/s9yqjEu99Z8.mp3
97Fz0fV2x7Q,https://www.youtube.com/watch?v=97Fz0fV2x7Q,(Fongbé) Affaire Dangnivo: que reproche t-on au Président Boni YAYI || Mɛ tomɛ xό'  Du 21 03 2025,49.57,success,Audios/97Fz0fV2x7Q.mp3
2eA5sOui4yQ,https://www.youtube.com/watch?v=2eA5sOui4yQ,(Fongbé) Elle dit être célibataire alors qu'elle est mariée _ mɛ tomɛ xό  Du 04 Avril 2025,47.28,success,Audios/2eA5sOui4yQ.mp3
Ypgetsr_2pg,https://www.youtube.com/watch?v=Ypgetsr_2pg,(Fongbe) Les ratés du gouvernement Talon en 09 ans,52.72,success,Audios/Ypgetsr_2pg.mp3
IF2QC7T9BzE,https://www.youtube.com/watch?v=IF2QC7T9BzE,(Fongbe) Du foyer à la Justice: les causes non évoquées,46.72,success,Audios/IF2QC7T9BzE.mp3
2MgbNPaBdJQ,https://www.youtube.com/watch?v=2MgbNPaBdJQ,(Fongbe) Les impacts de la richesse dans un ménage,52.33,success,Audios/2MgbNPaBdJQ.mp3
Nl03D6YDB8k,https://www.youtube.com/watch?v=Nl03D6YDB8k,BANDE D ANNONCE EMISSION AZƆN XÓ,0.93,success,Audios/Nl03D6YDB8k.mp3
uG6xUqeyDok,https://www.youtube.com/watch?v=uG6xUqeyDok,EMISSION SANTE AZONXO,46.52,success,Audios/uG6xUqeyDok.mp3
0IRgvVk_bwY,https://www.youtube.com/watch?v=0IRgvVk_bwY,EMISSION SANTE AZONXO,53.43,success,Audios/0IRgvVk_bwY.mp3
8IPy-LejzGg,https://www.youtube.com/watch?v=8IPy-LejzGg,AZONXO,53.23,success,Audios/8IPy-LejzGg.mp3
GGptvVwPGeo,https://www.youtube.com/watch?v=GGptvVwPGeo,Le Journal en FON - Eden TV – 07 Juillet 2023 par Espoir HOUNMABOU,16.47,success,Audios/GGptvVwPGeo.mp3
XX_CbB1aJy0,https://www.youtube.com/watch?v=XX_CbB1aJy0,Le Journal en AÏZO - Eden TV – 06 Juillet 2023 par Martin KOUDENOUKPO,16.28,success,Audios/XX_CbB1aJy0.mp3
yAyVKWoO2mo,https://www.youtube.com/watch?v=yAyVKWoO2mo,Le Journal en FON - Eden TV – 05 Juillet 2023 par Espoir HOUNMABOU,14.05,success,Audios/yAyVKWoO2mo.mp3
h4ptH3g1hGQ,https://www.youtube.com/watch?v=h4ptH3g1hGQ,Le Journal en FON - Eden TV – 30 Juin 2023 par Espoir HOUNMABOU,15.27,success,Audios/h4ptH3g1hGQ.mp3
rSKOTk3rAoY,https://www.youtube.com/watch?v=rSKOTk3rAoY,Le Journal en AÏZO - Eden TV – 27 Juin 2023 par Martin KOUDENOUKPO,12.9,success,Audios/rSKOTk3rAoY.mp3
CaUX_OnI7u4,https://www.youtube.com/watch?v=CaUX_OnI7u4,Le Journal en FON - Eden TV – 28 Juin 2023 par Espoir HOUNMABOU,14.2,success,Audios/CaUX_OnI7u4.mp3
ZDdzf6fQXpc,https://www.youtube.com/watch?v=ZDdzf6fQXpc,Le Journal en FON - Eden TV – 10 Juillet 2023 par Espoir HOUNMABOU,12.92,success,Audios/ZDdzf6fQXpc.mp3
BtOqztpTJXw,https://www.youtube.com/watch?v=BtOqztpTJXw,Le Journal en AÏZO - Eden TV – 11 Juillet 2023 par Martin KOUDENOUKPO,13.3,success,Audios/BtOqztpTJXw.mp3
RnGbjSDU0sM,https://www.youtube.com/watch?v=RnGbjSDU0sM,Le Journal en FON - Eden TV – 12 Juillet 2023 par Gildas HONFO,13.72,success,Audios/RnGbjSDU0sM.mp3
86Bvv2fEitM,https://www.youtube.com/watch?v=86Bvv2fEitM,Le Journal en AÏZO - Eden TV – 13 Juillet 2023 par Martin KOUDENOUKPO,16.87,success,Audios/86Bvv2fEitM.mp3
twh13q4on4k,https://www.youtube.com/watch?v=twh13q4on4k,Le Journal en FON - Eden TV – 14 Juillet 2023 par Espoir HOUNMABOU,15.65,success,Audios/twh13q4on4k.mp3
jJGvMF5iWYg,https://www.youtube.com/watch?v=jJGvMF5iWYg,Le Journal en FON - Eden TV – 17 Juillet 2023 par Espoir HOUNMABOU,16.67,success,Audios/jJGvMF5iWYg.mp3
sJuZVCowbTU,https://www.youtube.com/watch?v=sJuZVCowbTU,Le Journal en AÏZO - Eden TV – 18 Juillet 2023 par Martin KOUDENOUKPO,16.62,success,Audios/sJuZVCowbTU.mp3
yH_VNZQU_Ag,https://www.youtube.com/watch?v=yH_VNZQU_Ag,Le Journal en FON - Eden TV – 19 Juillet 2023 par Espoir HOUNMABOU,13.68,success,Audios/yH_VNZQU_Ag.mp3
mFq0R84Rips,https://www.youtube.com/watch?v=mFq0R84Rips,Le Journal en AÏZO - Eden TV – 20 Juillet 2023 par Martin KOUDENOUKPO,14.07,success,Audios/mFq0R84Rips.mp3
DRJehy8P0Tc,https://www.youtube.com/watch?v=DRJehy8P0Tc,Le Journal en FON - Eden TV – 24 Juillet 2023 par Espoir HOUNMABOU,14.73,success,Audios/DRJehy8P0Tc.mp3
9sbtUVms3A0,https://www.youtube.com/watch?v=9sbtUVms3A0,Le Journal en AÏZO - Eden TV – 25 Juillet 2023 par Martin KOUDENOUKPO,13.98,success,Audios/9sbtUVms3A0.mp3
UhZApb9dXgM,https://www.youtube.com/watch?v=UhZApb9dXgM,Le Journal en FON - Eden TV – 25 Juillet 2023 par Espoir HOUNMABOU,13.93,success,Audios/UhZApb9dXgM.mp3
f2Q4W5k1aOo,https://www.youtube.com/watch?v=f2Q4W5k1aOo,Le Journal en AÏZO - Eden TV – 27 Juillet 2023 par Martin KOUDENOUKPO,13.37,success,Audios/f2Q4W5k1aOo.mp3
W2Ww0WPiNxw,https://www.youtube.com/watch?v=W2Ww0WPiNxw,Le Journal en FON - Eden TV – 28 Juillet 2023 par Espoir HOUNMABOU,17.23,success,Audios/W2Ww0WPiNxw.mp3
lcrmbJh5Rp8,https://www.youtube.com/watch?v=lcrmbJh5Rp8,Le Journal en FON - Eden TV – 31 Juillet 2023 par Espoir HOUNMABOU,16.73,success,Audios/lcrmbJh5Rp8.mp3
r4alFhiZAzs,https://www.youtube.com/watch?v=r4alFhiZAzs,Le Journal en FON - Eden TV – 02 Août 2023 par Espoir HOUNMABOU,13.55,success,Audios/r4alFhiZAzs.mp3
z01inpJuiaY,https://www.youtube.com/watch?v=z01inpJuiaY,Le Journal en AÏZO - Eden TV – 03 AOÛT 2023 par Martin KOUDENOUKPO,11.52,success,Audios/z01inpJuiaY.mp3
LRVnTe22RW4,https://www.youtube.com/watch?v=LRVnTe22RW4,Le Journal en FON - Eden TV – 04 Août 2023 par Espoir HOUNMABOU,15.35,success,Audios/LRVnTe22RW4.mp3
dXZKuYTVOGA,https://www.youtube.com/watch?v=dXZKuYTVOGA,Le Journal en FON - Eden TV – 07 Août 2023 par Gildas HONFO,9.95,success,Audios/dXZKuYTVOGA.mp3
AlDHd6ATdDg,https://www.youtube.com/watch?v=AlDHd6ATdDg,Le Journal en AÏZO - Eden TV – 08 AOÛT 2023 par Martin KOUDENOUKPO,13.7,success,Audios/AlDHd6ATdDg.mp3
GJp0HsY3k2w,https://www.youtube.com/watch?v=GJp0HsY3k2w,Le Journal en FON - Eden TV – 09 Août 2023 par Espoir HOUNMABOU,17.33,success,Audios/GJp0HsY3k2w.mp3
Jg-BmybP-RA,https://www.youtube.com/watch?v=Jg-BmybP-RA,Le Journal en AÏZO - Eden TV – 10 AOÛT 2023 par Martin KOUDENOUKPO,13.33,success,Audios/Jg-BmybP-RA.mp3
BWzaF3ZSuKM,https://www.youtube.com/watch?v=BWzaF3ZSuKM,Le Journal en FON - Eden TV – 11 Août 2023 par Espoir HOUNMABOU,15.02,success,Audios/BWzaF3ZSuKM.mp3
4QYG0Ge1xJg,https://www.youtube.com/watch?v=4QYG0Ge1xJg,Le Journal en FON - Eden TV – 14 Août 2023 par Espoir HOUNMABOU,16.62,success,Audios/4QYG0Ge1xJg.mp3
xENMhlLs1s8,https://www.youtube.com/watch?v=xENMhlLs1s8,Le Journal en AÏZO - Eden TV – 15 AOÛT 2023 par Martin KOUDENOUKPO,14.57,success,Audios/xENMhlLs1s8.mp3
zfk_dBhFviY,https://www.youtube.com/watch?v=zfk_dBhFviY,Le Journal en FON - Eden TV – 16 Août 2023 par Espoir HOUNMABOU,15.83,success,Audios/zfk_dBhFviY.mp3
FNE2sh3MQfI,https://www.youtube.com/watch?v=FNE2sh3MQfI,Le Journal en AÏZO - Eden TV – 17 AOÛT 2023 par Martin KOUDENOUKPO,15.68,success,Audios/FNE2sh3MQfI.mp3
j02RA29mMlI,https://www.youtube.com/watch?v=j02RA29mMlI,Le Journal en FON - Eden TV – 18 Août 2023 par Gildas HONFO,13.8,success,Audios/j02RA29mMlI.mp3
Q6T_K6o94ns,https://www.youtube.com/watch?v=Q6T_K6o94ns,Le Journal en FON - Eden TV – 21 Août 2023 par Espoir HOUNMABOU,14.12,success,Audios/Q6T_K6o94ns.mp3
U9baSCzWoVA,https://www.youtube.com/watch?v=U9baSCzWoVA,Le Journal en AÏZO - Eden TV – 22 AOÛT 2023 par Martin KOUDENOUKPO,14.82,success,Audios/U9baSCzWoVA.mp3
